submitted_on,community_type,latitude,longitude,traditional_authority,district,familiar_sanitation_types,latrines_in_community,sanitation_system_home,photo_sanitation_facility,sanitation_location_to_home,purchase_installation_process,latrine_installed,system_duration_magnitude,system_duration_unit,latrine_builder,facility_in_use,is_pit_lined,pit_lining_material,other_waste_disposed,other_waste_specified,biogas_generation,toilet_build_cost,cost_affordability,reasonable_cost_magnitude,reasonable_cost_unit,install_duration_magnitude,install_duration_unit,latrine_usage_process,safe_for_vulnerable,adapted_for_disabled,men_use_for_urination,liked_features,liked_features_other,sit_or_squat,currently_do,used_at_night,has_light,bring_own_light,bring_own_light_comments,odor_control,has_vent_pipe,prefer_less_odor,satisfaction_with_latrine,issues_with_animals,animal_issues_other,ideal_latrine_description,latrine_within_30m_water,latrine_distance_to_water,water_source,flush_with_water,latrine_description,soil_description,soil_description_other,latrine_user_count,latrine_built_year,expected_lifespan_magnitude,expected_lifespan_unit,privacy_enclosure_other_uses,above_ground_maintenance,above_ground_maintenance_other,above_ground_cleaning,uses_cleaning_chemicals,maintenance_frequency,maintenance_by,maintenance_by_other,maintenance_cost,cleaning_major_issue,pit_latrine_condition,is_filled_up,is_replacement,previous_filled_count,fill_up_speed,is_abandoned,reason_for_abandonment,is_emptied,why_not_emptied,why_not_emptied_other,emptying_frequency,emptying_method
10/22/2020,Peri Urban,-16.0688795,35.1369419,Thyolo Boma,Thyolo,"Flush/Pour flush toilet, Pit Latrine without slab/Open pit, Pit Latrine with Slab, Composting Toilet",Yes,Individual,https://api.mwater.co/v3/images/6b6a8f2d7fea4c7fa5c951030796daff,Between 10 meters to 15 meters,Have forgottwn,No,10,Years,NA,Yes,Yes,Bricks,Other,Nothing,No,NA,Somewhat easy,50000,MK,3,Weeks,"I go to the latrine with tissue paper then after using it, i wash hands with soap",Very safe,No,Yes,Other,"Its spacious, deep and has foot rests",Squat,Squatting,Yes,No,Yes,Use torch,No,No,Yes,3 (satisfied),No,NA,Would want a water based lattine that can flush,Yes,20,Piped into yard/plot,No,"Its a lined pit, with brick walls and slab, has iron sheet roof",Dry,NA,6 to 10 people,7/14/2015,10,Years,No,Other,Nothing,Mopping,Water only,Weekly,Owner of the house,NA,No cost,No,Structurally stable,No,No,NA,NA,Not Applicable,NA,Not Applicable,NA,NA,NA,NA
10/22/2020,Peri Urban,-16.0679279,35.1374466,Thyolo Boma,Thyolo,"Pit Latrine without slab/Open pit, Pit Latrine with Slab",No,NA,https://api.mwater.co/v3/images/cbaa64c986e549f3a308286d3888e458,Between 10 meters to 15 meters,"We hored builders to dig and build the latrine for us, we bought cement, pipes for covering the pit, iron sheet",NA,NA,NA,NA,Yes,No,NA,Other,Chlorine,Not Applicable,NA,Somewhat easy,50000,MK,3,Weeks,"When i want to go to the toilet, i just go there and help myself, i have tissue papers that we use to wipe with",Very safe,No,Yes,Other,The fact that we have a latrine to be using here,Seat,Sitting,Yes,No,Yes,We use torch,No,No,Yes,3 (satisfied),No,NA,"I desire to have a latrine with lined walls, or a water based that can ease even hand washing",No,NA,Piped into yard/plot,No,"The pit is 6 metres deep, the pit is not lined, but has plastered walls and a roof with iron sheets. The floor has cement for easy cleaning",Dry,NA,1 to 5 people,11/20/2019,5,Years,No,Other,Nothing,Mopping,"Chlorine, Water only",Daily,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,Yes,4,2-3 years,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/22/2020,Rural,-15.9002665,35.2131662,TA Chimaliro,Thyolo,"Pit Latrine without slab/Open pit, Pit Latrine with Slab, Flush/Pour flush toilet",No,NA,https://api.mwater.co/v3/images/d8d9c7507d8b4144884e097a70cc707c,Less than 10 meters,"We bought nothing when building this latrine, and my husbnd constructed it for us",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,Not Applicable,NA,Somewhat difficult,90000,MK,1,Weeks,"I carry papers then go to use the latrine, after that i wash hands with soap",Reasonably safe,No,No,Other,Cleanliness,Squat,Squatting,Yes,No,Yes,We use torch light,No,No,Yes,3 (satisfied),No,NA,I would like to have a cemented floor latrine with iron sheet roof for easy clening then would want a proper bucket for hand washing,No,NA,Unprotected dug well,No,We used tree logs to cover the pit which we sourced right in our compound then my husband billt tue walls and as u can see there is no roof,Dry,NA,1 to 5 people,3/15/2017,6,Years,No,Other,Nothing,Smearing,None,Monthly,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,2,More than 3 years,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/22/2020,Rural,-15.8992744,35.2132302,TA Chimaliro,Thyolo,"Flush/Pour flush toilet, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/87084c8bf2514e9f85f8632609d90d61,Less than 10 meters,"On this latrine, i built it on my own, i bought nothing",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,Not Applicable,NA,Somewhat difficult,80000,MK,1,Weeks,"I take papers or leaves to wipe with, then i use the latrine, after that i wash hands with water and sop",Unsafe,No,No,None,NA,Squat,Squatting,Yes,No,Yes,We use a torch,Yes,No,Yes,1 (not satisfied),No,NA,Would like to have a lined pit latrine with a concrete slab and brick walled,No,NA,Unprotected dug well,No,We used palm trunks to cover up the pit which is not lined then constructed walls with grass because it was during rain6 season,Dry,NA,11 to 20 people,11/19/2019,3,Years,No,Floor maintenance,NA,"Smearing, Sweeping",None,Monthly,Owner of the house,NA,No cost,No,Partially collapsed but in use,No,Yes,1,More than 3 years,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/23/2020,Peri Urban,-16.0679745,35.1381015,Thyolo Boma,Thyolo,"Flush/Pour flush toilet, Pit Latrine with Slab, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/f3a2686aa66648d4a14de81f0dedbdb6,Less than 10 meters,Dug a pit. Put logs on the pit. Smeared the floors then built the walls using bricks and later smeared the walls inside and outside. Put an iron sheets roof,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Somewhat difficult,10000,MK,1,Weeks,When going to the toilet they leave a basin of water close to the toilet for hand washing. When going to the toilet they pluck gmelina leaves for cleansing. After they wash hands using water from the basin,Very safe,No,Yes,None,NA,Squat,Squatting,Yes,No,Yes,Torch,Yes,No,Yes,1 (not satisfied),Yes,NA,Should have a toilet seat. Have a cement floor. Have a cover,No,NA,Borehole or tubewell,No,Pit latrine without slub. Has iron sheets roof. The walls are smeared,Dry,NA,1 to 5 people,1/1/2018,7,Months,No,Floor maintenance,NA,Sweeping,None,Weekly,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,2,6 months - 1 year,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/23/2020,Peri Urban,-16.0686049,35.1372742,Thyolo Boma,Thyolo,"Pit Latrine with Slab, Pit Latrine without slab/Open pit, Flush/Pour flush toilet",No,NA,https://api.mwater.co/v3/images/bce5ecd39c3540b49d44774d0e2ab065,Less than 10 meters,Dug a pit. Put tree logs on top. They put a cement floor. Then built walls using bricks and plastered the walls. Then put iron sheets on roof,NA,NA,NA,NA,Yes,No,NA,Other,Nothing,No,NA,Somewhat easy,10000,MK,1,Years,Sometimes they use tissue or leaves for cleansing,Very safe,No,Yes,Other,Provides privacy and no smell,Squat,Squatting,Yes,No,Yes,Torch,No,No,Yes,1 (not satisfied),Yes,NA,Lined pit. Should have a san plat,No,NA,Borehole or tubewell,No,"Had a cement floor, pit latrine, it is lined. Has iron sheets on the roof",Wet,NA,1 to 5 people,1/1/2015,1,Years,No,Roof maintenance,NA,Sweeping,None,Monthly,Owner of the house,NA,No cost,No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Lack of money to pay service provider,NA,NA,NA
10/23/2020,Peri Urban,-16.0688493,35.1367306,Thyolo Boma,Thyolo,"Flush/Pour flush toilet, Pit Latrine with Slab",No,NA,https://api.mwater.co/v3/images/aacc4a48b6504614aa21bfdcabea5b28,Less than 10 meters,Dug a 6.5m pit. Was lined using cement. Put  a concrete slab. Built the walls with bricks then put an iron sheets roof,NA,NA,NA,NA,Yes,Yes,Cement Concrete,Other,Chlorine,No,NA,Difficult,45000,MK,2,Weeks,Take tissue from the house to use for cleansing. Use a pail with an inbuilt tap for hand washing and they also use soap,Very safe,No,Yes,Other,The walls,Squat,Squatting,Yes,No,Yes,Torch or phone flash light,No,No,Yes,1 (not satisfied),No,NA,"Have iron sheets, should be connected to a bathroom, lined. Have a san plat",No,NA,Piped into yard/plot,No,"Pit latrine with a slab. Had a door, iron sheets roof, buipt using bricks and cement. It is lined",Wet,NA,1 to 5 people,1/1/2019,1,Years,No,"Door maintenance, Roof maintenance",NA,Sweeping,Water only,Daily,Owner of the house,NA,"MK 5,000 - 10,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Other,Its not yet full,NA,NA
10/23/2020,Peri Urban,-15.9370257,35.0890584,TA Bvumbwe,Thyolo,"Flush/Pour flush toilet, Pit Latrine without slab/Open pit, Pit Latrine with Slab",No,NA,https://api.mwater.co/v3/images/b2d49614dfba4bcb86e41d829d6859ad,Less than 10 meters,"Dug a pit which was 8 meters, made a slub using concrete and metal bars and placed it on the pit. Built the walls using bricks",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Difficult,60000,MK,1,Months,Put newspapers in the toilet to use for cleansing. Put water in pail for people to wash hands with after using the toilet,Very safe,No,Yes,None,NA,Seat,Squatting,Yes,No,Yes,Torch or match,No,No,Yes,3 (satisfied),No,NA,"Have a san plat, have a vent pipe, iron sheets",No,NA,Borehole or tubewell,No,"Pit latrines with a slab, build walls using bricks and mud. No roof. No doors",Dry,NA,6 to 10 people,8/1/2020,10,Years,No,Other,Its new,Sweeping,Soap and water,Daily,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,2,6 months - 1 year,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/23/2020,Peri Urban,-15.9366552,35.0891243,TA Bvumbwe,Thyolo,"Flush/Pour flush toilet, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/4380f18006a1477c8da5a855b617e0e8,Less than 10 meters,"Hired people to dig a pit. Dug it for three days. They used cement, sand and metal bars to make a slab. Then they built the walls using bricks. Put a an iron sheets roof then plastered the walls. It was built next to a toilet  and the water from bathroom goes into the pit latrine",NA,NA,NA,NA,Yes,No,NA,Other,Water from the bathroom,No,NA,Difficult,70000,MK,3,Weeks,"When going to the toilet  they take newspapers from the house to use for cleansing.
Put water in a basin to use for handwashing after using the toilet. Sometimes they ask someone to pour water for them",Very safe,No,Yes,Other,The way it was built and it is a smart toilet,Seat,Squatting,Yes,No,Yes,Candle or phone flash light,No,No,Yes,1 (not satisfied),Yes,NA,A flush toilet,No,NA,Borehole or tubewell,No,"Pit latrine with a slab, has plastered walls and iron sheet roof",Sandy,NA,6 to 10 people,1/1/2015,1,Years,No,Roof maintenance,NA,Sweeping,Soap and water,Weekly,Owner of the house,NA,"MK 5,000 - 10,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Other,Not yet full,NA,NA
10/23/2020,Rural,-13.6553422,33.9447811,TA Chiwere,Dowa,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/88e7b37bb5ed47c5bcc394f724fe177b,Less than 10 meters,"First they dug a hole, then used trees to close it up and used mud to strngthen it. Then they did the floor and built the building using mud",NA,NA,NA,NA,Yes,Yes,Wooden logs,Ashes,NA,No,NA,Difficult,8000,MK,1,Weeks,"They use paper to wipe and so thats the first thing we do, we then go in and help ourselves, we do not usually wash our hands",Unsafe,No,Yes,"Handwashing Point, Concrete Slab, Iron Sheets Roof, Toilet Seat",NA,Seat,Squatting,Yes,No,Yes,NA,Yes,No,Yes,1 (not satisfied),No,NA,"Pour flush, with a seat and sink. Woukd also love to have a roof and slab
",Yes,20,Borehole or tubewell,No,"Pitlatrine, with no slab, no roof and it is not lined",Dry,NA,1 to 5 people,1/1/2015,3,Years,No,"Roof maintenance, Door maintenance, Wall maintenance, Floor maintenance",NA,"Sweeping, Mopping",Water only,Daily,Owner of the house,NA,"Less than MK 1,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Lack of money to pay service provider,NA,NA,NA
10/26/2020,Peri Urban,-15.9374741,35.0883162,TA Bvumbwe,Thyolo,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/bcc78483e9904914987167dc5cc6988f,Less than 10 meters,Builder was hired to build latrine by parents who owned the house previously.,NA,NA,NA,NA,Yes,Yes,Wooden logs,Ashes,NA,No,NA,Somewhat easy,10000,MK,1,Weeks,Use the latrine normally in the morning before going to work. Use newspapers and magazines to wipe but the facility has no hand washing facilities,Reasonably safe,No,Yes,Iron Sheets Roof,NA,Other,Squatting,Yes,No,Yes,Torch,No,No,Yes,3 (satisfied),No,NA,"Cement floor, door for security",No,NA,Borehole or tubewell,No,This is the first latrine that they have owned but did not build it. Have only use this type of latrines,Dry,NA,1 to 5 people,2/7/2012,10,Years,No,"Roof maintenance, Wall maintenance",NA,Sweeping,None,Weekly,Owner of the house,NA,"Less than MK 1,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,Not Applicable,NA,NA,NA,NA
10/26/2020,Peri Urban,-15.9377266,35.0883905,TA Bvumbwe,Thyolo,Pit Latrine with Slab,No,NA,https://api.mwater.co/v3/images/688354acc0774f72ad654a5b2a439ea6,Less than 10 meters,"This latrine was dug and installed by a builder who was paid K1000 per meter to dig and later on 5,000 for labour charge of raising the structure",NA,NA,NA,NA,Yes,Yes,Wooden logs,Other,Diapers,No,NA,Somewhat easy,20000,MK,1,Weeks,Uses the latrine early in the morning and baths. They use old books for toilet paper and also have 2 small kids who need assistance to use the latrine,Reasonably safe,No,Yes,"Concrete Slab, Iron Sheets Roof",NA,Other,Squatting,Yes,No,Yes,Torch,No,No,Yes,3 (satisfied),No,NA,A latrine hole cover,No,NA,Borehole or tubewell,Yes,Has used latrines made from mud and thatched roofs,Dry,NA,1 to 5 people,6/29/2016,5,Years,Yes,Door maintenance,NA,Sweeping,Water only,Daily,Owner of the house,NA,"Less than MK 1,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,Not Applicable,NA,NA,NA,NA
10/26/2020,Peri Urban,-15.937692,35.0880351,TA Bvumbwe,Thyolo,Pit Latrine with Slab,No,NA,https://api.mwater.co/v3/images/7b7c1c44558a4e44890686f6e06cbf77,Less than 10 meters,Dug by builders and leveled with steel to reinforce,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Easy,8000,MK,2,Weeks,Use the latrine in the morning. Use old newspapers to wipe and wash hands when finished,Very safe,No,Yes,"Concrete Slab, Iron Sheets Roof",NA,Squat,Squatting,Yes,No,Yes,Torch,Yes,No,Yes,3 (satisfied),No,NA,Same concept but with electricity,No,NA,Borehole or tubewell,Yes,Have used unimproved latrines and later found enough money to build latrine with Slab,Dry,NA,1 to 5 people,6/21/2006,20,Years,No,Roof maintenance,NA,"Mopping, Sweeping",Soap and water,Daily,Owner of the house,NA,"Less than MK 1,000",Yes,Structurally stable,No,No,NA,NA,Not Applicable,NA,Not Applicable,NA,NA,NA,NA
10/26/2020,Rural,-15.8997604,35.2126642,TA Chimaliro,Thyolo,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/c547d0084c2d491d9f3ff3aa67a24f2e,Less than 10 meters,Hired a builder to dig and install the toilet with the help of the husband. Bought materials such as grass K500 oer bundle and roofing paper,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Somewhat difficult,10000,MK,1,Weeks,Use the latrines normally in the morning. Use leaves to wipe,Unsafe,No,Yes,None,NA,Seat,Squatting,No,NA,NA,NA,No,No,no,2 (rarely satisfied),No,NA,"Iron roof, concrete floor",No,NA,Unprotected dug well,No,Have only used the basic mud latrine,Dry,NA,6 to 10 people,2/4/2020,3,Years,No,"Wall maintenance, Roof maintenance, Floor maintenance",NA,"Smearing, Sweeping",None,Daily,Owner of the house,NA,"Less than MK 1,000",No,Partially collapsed but in use,No,Yes,1,More than 3 years,Abandoned,It has filled up,No,Not Applicable,NA,NA,NA
10/26/2020,Rural,-15.8991289,35.2125494,TA Chimaliro,Thyolo,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/0ed6bfedf8704667b8cb096b5bf6ee99,Less than 10 meters,The latrine was built by the employer so the occupant is not aware of the process it took to build the latrine,NA,NA,NA,NA,Yes,No,NA,Other,Diapers,No,NA,Dont know,15000,MK,1,Weeks,Use the latrine whenever they feel like. Use old note books for wiping or use leaves,Reasonably safe,No,Yes,Concrete Slab,NA,Seat,Squatting,Yes,No,Yes,Torch,No,No,Yes,3 (satisfied),No,NA,"Hand washing facility, iron sheets roof",No,NA,Borehole or tubewell,No,Previous used latrines were better because they had received WASH information. The latrine had a hand washing facility and a roof.,Dry,NA,1 to 5 people,10/22/2019,5,Years,No,Other,Hygiene and over growth around the latrine,Mopping,None,Weekly,Owner of the house,NA,"Less than MK 1,000",Yes,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Not Applicable,NA,NA,NA
10/26/2020,Peri Urban,-16.0680318,35.1377314,Thyolo Boma,Thyolo,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/cda470098c7e4fd0a09f7e94a6fd37d2,Less than 10 meters,Lives on rented property so is not aware of what it took to build the latrine,NA,NA,NA,NA,Yes,No,NA,Other,Nothing,No,NA,Easy,20000,MK,1,Weeks,Uses latrine in the morning before going to work. Use toilet paper and then washes hands on the tap outside his home,Unsafe,No,Yes,Iron Sheets Roof,NA,Seat,Squatting,No,NA,NA,NA,No,No,no,1 (not satisfied),No,NA,"Design for pit emptying, steady and strong, better floor, door",Yes,1,Piped into dwelling,No,Modern in door flush toilets,Dry,NA,1 to 5 people,6/21/2005,10,Years,No,Other,None,Sweeping,None,Weekly,Someone hired,NA,"Less than MK 1,000",No,Partially collapsed but in use,No,No,NA,NA,Not Applicable,NA,Not Applicable,NA,NA,NA,NA
10/26/2020,Peri Urban,-16.0684778,35.1378761,Thyolo Boma,Thyolo,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/c2172858ee644954aebf6c2994e5f60e,Less than 10 meters,Built by husband. He is a builder. They bought grass for thatching and a paper for the roof,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Easy,5000,MK,2,Weeks,Use latrine mostly in the morning. They us old books to wipe,Reasonably safe,No,Yes,None,NA,Other,Squatting,Yes,No,Yes,Torch,No,No,no,3 (satisfied),No,NA,Cement Slab and door,No,NA,Borehole or tubewell,No,Have only used unimproved latrines made from mud,Dry,NA,1 to 5 people,2/20/2019,3,Years,No,Roof maintenance,NA,"Smearing, Sweeping",Chlorine,Daily,Owner of the house,NA,"Less than MK 1,000",No,Structurally stable,No,Yes,1,More than 3 years,Abandoned,Replaced by new sanitation facility,No,Not Applicable,NA,NA,NA
10/26/2020,Rural,-13.5138232,33.7409678,TA Dzoole,Dowa,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/dc28474ea1ab485ea82278f548ad3387,Less than 10 meters,"Asked the brother to help in building the latrine. Bought grass, bamboo and paper.
It took 2 days to raise the structure",NA,NA,NA,NA,Yes,No,NA,Other,Waste water,No,NA,Somewhat easy,10000,MK,3,Weeks,Uses the toilet mostly in the afternoon. Use leaves to wipe and later wash hands,Unsafe,No,Yes,None,NA,Squat,Squatting,Yes,No,Yes,Torch,Yes,No,Yes,4 (usually satisfied),No,NA,"Iron sheets
Slab floor",Yes,20,Borehole or tubewell,Yes,Have only used mud latrines,Dry,NA,6 to 10 people,11/6/2019,2,Years,No,"Roof maintenance, Floor maintenance",NA,"Sweeping, Smearing",None,Weekly,Owner of the house,NA,"Less than MK 1,000",Yes,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Not Applicable,NA,NA,NA
10/26/2020,Peri Urban,-13.6565027,33.9394118,Dowa Boma,Dowa,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/99406dcb8485482ab46df8eb4dbe9e7c,Less than 10 meters,"Hired a local builder to dig and and build the latrine. Bought grass for thatching, paper for roofing and logs for reinforcement. Paid builder K8, 000",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Somewhat easy,10000,MK,1,Weeks,Use the latrine at any time. Wipe using leaves and later wash hands. Have children who also know how to use latrine without difficulty,Reasonably safe,No,Yes,None,NA,Seat,Sitting,Yes,No,Yes,Torch,No,No,Yes,3 (satisfied),No,NA,Cement floor and lining of the latrine,No,NA,Borehole or tubewell,No,"Muddy and thatched
Improved and built with cement",Dry,NA,1 to 5 people,8/16/2016,5,Years,No,Floor maintenance,NA,"Smearing, Sweeping",Chlorine,Daily,Owner of the house,NA,"Less than MK 1,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Not Applicable,NA,NA,NA
10/26/2020,Rural,-13.6552993,33.9449835,TA Chiwere,Dowa,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/fd0d57511d154f13a0217644bde09e7d,Less than 10 meters,16 year old nephew dug and built latrine for the respondent who is his grandmother. The pit is not too deep because the boy is young and was working alone.,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Somewhat difficult,5000,MK,1,Weeks,Uses the latrine with neighbors. Uses leaves to wipe but does not wash hands,Reasonably safe,No,No,None,NA,Other,Squatting,No,NA,NA,NA,No,No,Yes,3 (satisfied),No,NA,Paper for the roof and better thatching grass. Door,No,NA,Borehole or tubewell,No,Mud hut latrines,Dry,NA,1 to 5 people,5/15/2019,2,Years,No,"Roof maintenance, Floor maintenance",NA,"Sweeping, Smearing",None,Weekly,Other,Relative,No cost,No,Partially collapsed but in use,No,Yes,2,More than 3 years,Not Applicable,NA,Not Applicable,NA,NA,NA,NA
10/26/2020,NA,-15.8994657,35.2127324,TA Chimaliro,Thyolo,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/053ba9cc68d34175ad5044b253ad9da7,Less than 10 meters,Was built by her brother because old latrine wasnt safe. Hired builder to dig and buy iron sheets for roofing,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Easy,20000,MK,1,Years,Uses latrine early morning and afternoon. Does not wipe but washes,Very safe,No,Yes,Iron Sheets Roof,NA,Seat,Squatting,No,NA,NA,NA,No,No,no,3 (satisfied),No,NA,Nothing. Already has better latrine,No,NA,"Unprotected dug well, Borehole or tubewell",No,Mud latrine and now improved with iron sheets,Dry,NA,1 to 5 people,6/14/2017,5,Years,No,Floor maintenance,NA,"Sweeping, Smearing",Other,Weekly,Owner of the house,NA,"Less than MK 1,000",No,Structurally stable,No,Yes,1,1-2 years,Abandoned,Replaced by new sanitation facility,No,Not Applicable,NA,NA,NA
